WigleWifi-1.4,appRelease=2.26,model=SM-G900F,release=6.0.1,device=klte,display=MMB29M.G900FXXU1CPI8,board=MSM8974,brand=samsung,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
8c:0c:90:0e:a8:c8,C,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,11,-68,32.06148439,34.77270189,46,6,WIFI
7c:b7:33:ea:a4:2e,HOTFiber-5275,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 17:42,1,-76,32.06148439,34.77270189,46,6,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 17:42,1,-83,32.06148439,34.77270189,46,6,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:42,4,-82,32.06148439,34.77270189,46,6,WIFI
a0:4f:d4:2a:d7:e1,Or_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:42,1,-89,32.06148439,34.77270189,46,6,WIFI
14:ae:db:31:86:ba,sinergia,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,2,-89,32.06148439,34.77270189,46,6,WIFI
14:af:db:31:86:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,2,-88,32.06148439,34.77270189,46,6,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,11,-91,32.06148439,34.77270189,46,6,WIFI
06:ae:db:b2:ce:fd,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,6,-92,32.06148439,34.77270189,46,6,WIFI
00:12:2a:d2:fe:f8,yanai office,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 17:42,13,-91,32.06148439,34.77270189,46,6,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,11,-93,32.06148439,34.77270189,46,6,WIFI
4a:d9:e7:2f:3e:7a,wblaw,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,11,-91,32.06148439,34.77270189,46,6,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,13,-91,32.06148439,34.77270189,46,6,WIFI
f0:3e:90:8f:57:6c,leumi_fl11,[ESS][BLE],13/11/2017 17:42,36,-91,32.06148439,34.77270189,46,6,WIFI
42501_17141_9699842,012 Mobile,UNKNOWN;il,13/11/2017 17:42,0,-113,32.06148439,34.77270189,46,6,GSM
60:e3:27:d9:e8:32,Roomer-DEV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 17:42,6,-81,32.06148645,34.77269978,47,4,WIFI
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:42,4,-81,32.06148645,34.77269978,47,4,WIFI
a0:4f:d4:46:07:41,NADAV,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:42,11,-89,32.06148645,34.77269978,47,4,WIFI
74:3e:2b:4d:03:18,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:42,6,-90,32.06148645,34.77269978,47,4,WIFI
a0:ab:1b:63:ef:96,Eyal,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:42,8,-92,32.06148645,34.77269978,47,4,WIFI
14:ae:db:4d:39:1d,Maya,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 17:42,6,-94,32.06148645,34.77269978,47,4,WIFI
04:da:d2:2e:5a:60,dis-fl17,[ESS][BLE],13/11/2017 17:42,6,-89,32.06148645,34.77269978,47,4,WIFI
14:ae:db:31:fb:ba,moran1,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,5,-92,32.06148683,34.77269952,47,3,WIFI
78:d3:8d:d3:c3:a1,mayer_G,[WPA2-PSK-CCMP][ESS],13/11/2017 17:42,3,-92,32.06148683,34.77269952,47,3,WIFI
34:0b:01:19:23:07,Kavim-wifi,[ESS],13/11/2017 17:42,7,-88,32.06148683,34.77269952,47,3,WIFI
74:3e:2b:0d:03:18,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:43,6,-89,32.06148685,34.7726995,47,3,WIFI
c4:12:f5:fa:66:1c,Moje,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:43,11,-90,32.06148685,34.7726995,47,3,WIFI
14:ae:db:b2:ce:fd,JamilBarbara,[WPA2-PSK-CCMP][ESS],13/11/2017 17:43,6,-91,32.06148685,34.7726995,47,3,WIFI
6a:12:f5:fa:66:1d,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:43,11,-91,32.06148685,34.7726995,47,3,WIFI
8c:0c:90:0e:a8:c8,C,[WPA2-PSK-CCMP][ESS],13/11/2017 17:43,11,-63,32.06148719,34.7726993,47,3,WIFI
ac:f1:df:9e:36:09,pro4tech,[WPA2-PSK-CCMP][ESS],13/11/2017 17:43,6,-91,32.06148719,34.7726993,47,3,WIFI
10:5a:f7:0f:0a:31,Asafy_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:43,1,-90,32.06148722,34.77269935,47,3,WIFI
14:ae:db:bd:f2:0a,smile,[WPA2-PSK-CCMP][ESS],13/11/2017 17:43,7,-91,32.06148727,34.77269942,47,3,WIFI
c2:6c:ac:37:ba:b1,WiFi_Workers,[ESS],13/11/2017 17:43,1,-89,32.06148727,34.77269942,47,3,WIFI
10:5a:f7:0a:24:15,levit_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:43,1,-87,32.0614874,34.77270086,47,4,WIFI
c4:e9:84:62:c8:1c,ACRI4,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 17:43,7,-86,32.06149818,34.77271345,46,3,WIFI
54:35:30:91:81:0e,HP-Print-0e-LaserJet 200,[ESS],13/11/2017 17:44,6,-93,32.06150366,34.77272472,45,3,WIFI
c4:e9:84:d0:33:93,Batman_2.4,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 17:44,6,-92,32.06150376,34.77272468,45,3,WIFI
72:60:de:2c:a7:27,Bezeq Free,[ESS],13/11/2017 17:44,11,-93,32.06150389,34.77272471,45,3,WIFI
14:ae:db:b1:19:9d,C,[WPA2-PSK-CCMP][ESS],13/11/2017 17:44,11,-58,32.06150391,34.77272458,45,3,WIFI
74:da:da:0b:56:6f,shairockon,[WPA2-PSK-CCMP][ESS],13/11/2017 17:44,5,-90,32.06150391,34.77272458,45,3,WIFI
14:ae:db:b4:07:7d,elad,[WPA2-PSK-CCMP][ESS],13/11/2017 17:44,6,-94,32.06150391,34.77272458,45,3,WIFI
10:be:f5:43:7b:70,sundaybrunch-1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 17:44,11,-93,32.06150328,34.77272509,45,3,WIFI
4c:60:de:2c:a7:26,tekeste,[WPA-PSK-TKIP][WPS][ESS],13/11/2017 17:45,11,-93,32.0615023,34.77272615,45,3,WIFI
7c:03:4c:ba:8b:e3,HOTBOX-EF5A,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 17:45,1,-92,32.06150153,34.77272711,45,3,WIFI
8c:0c:90:0e:a8:c8,Lily&Bloom,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 17:47,9,-92,32.06150024,34.77272921,46,3,WIFI
60:e3:27:d9:e8:32,Roomer-DEV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 19:58,6,-72,32.06147747,34.77271923,52,5,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,11,-82,32.06147747,34.77271923,52,5,WIFI
14:ae:db:31:fb:ba,moran1,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,5,-82,32.06147747,34.77271923,52,5,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,11,-79,32.06147747,34.77271923,52,5,WIFI
10:5a:f7:0a:24:16,levit_5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,36,-90,32.06147747,34.77271923,52,5,WIFI
14:ae:db:31:86:ba,sinergia,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,2,-84,32.06147747,34.77271923,52,5,WIFI
c4:04:15:0f:9e:bf,Rosy_2.4Ghz,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 19:58,1,-91,32.06147747,34.77271923,52,5,WIFI
74:3e:2b:0d:03:18,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,6,-83,32.06147747,34.77271923,52,5,WIFI
74:3e:2b:4d:03:18,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,6,-83,32.06147747,34.77271923,52,5,WIFI
a0:4f:d4:2a:d7:e2,Or_5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,58,-87,32.06147747,34.77271923,52,5,WIFI
a2:6c:ac:37:ba:b1,WiFi_Guests,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 19:58,1,-85,32.06147747,34.77271923,52,5,WIFI
14:ae:db:bd:f2:0d,smile_5,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,48,-93,32.06147747,34.77271923,52,5,WIFI
a4:2b:b0:b0:5c:98,elad_EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 19:58,6,-92,32.06147747,34.77271923,52,5,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,11,-77,32.061477,34.77271695,52,6,WIFI
10:5a:f7:0f:0a:31,Asafy_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,1,-84,32.061477,34.77271695,52,6,WIFI
f8:e7:1e:9d:24:67,,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,153,-85,32.061477,34.77271695,52,6,WIFI
90:6c:ac:37:ba:b1,,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth][ESS],13/11/2017 19:58,1,-85,32.061477,34.77271695,52,6,WIFI
d8:fb:5e:17:44:32,Gina,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 19:58,11,-89,32.061477,34.77271695,52,6,WIFI
7c:b7:33:a1:83:72,HOTFiber-55A6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 19:58,6,-91,32.061477,34.77271695,52,6,WIFI
b2:6c:ac:37:ba:b1,WiFi_VIP,[WPA-PSK-TKIP][WPA2-PSK-TKIP-preauth][ESS],13/11/2017 19:58,1,-86,32.061477,34.77271695,52,6,WIFI
54:35:30:91:81:0e,HP-Print-0e-LaserJet 200,[ESS],13/11/2017 19:58,6,-86,32.061477,34.77271695,52,6,WIFI
a0:4f:d4:46:07:41,NADAV,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,11,-83,32.06147738,34.77271682,53,4,WIFI
c4:04:15:0f:9e:bf,Rosy_2.4Ghz,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 19:58,1,-86,32.06147738,34.77271682,53,4,WIFI
c4:12:f5:fb:6f:26,Bamba1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,4,-90,32.06147738,34.77271682,53,4,WIFI
14:ae:db:b4:07:7d,elad,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,6,-89,32.06147754,34.7727167,53,4,WIFI
8c:0c:90:0e:a8:c8,Lily&Bloom,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 19:58,9,-86,32.06147754,34.7727167,53,4,WIFI
14:cc:20:cd:9e:c8,KavWiFi2,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 19:58,10,-90,32.06147754,34.7727167,53,4,WIFI
14:ae:db:b1:19:9d,C,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,11,-51,32.06147759,34.77271666,53,3,WIFI
74:3e:2b:4d:03:1c,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,157,-89,32.06147759,34.77271666,53,3,WIFI
14:ae:db:b5:74:6d,Yehuda1,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,11,-90,32.06147759,34.77271666,53,3,WIFI
06:ae:db:b5:74:6d,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 19:58,11,-91,32.06147759,34.77271666,53,3,WIFI
74:3e:2b:0d:03:1c,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:58,157,-90,32.06147764,34.77271664,53,3,WIFI
90:6c:ac:2c:4c:9f,WiFi_VIP_1,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 19:59,44,-93,32.06147769,34.77271663,53,3,WIFI
10:5a:f7:0a:24:15,levit_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:59,1,-82,32.06147774,34.77271664,53,4,WIFI
10:5a:f7:03:6c:02,p3michael_5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:59,52,-92,32.06147774,34.77271664,53,4,WIFI
f0:5c:19:8b:51:31,corp-wifi,[WPA2-EAP-CCMP][ESS],13/11/2017 19:59,36,-92,32.06147784,34.77271662,53,4,WIFI
14:ae:db:52:26:95,rami,[WPA2-PSK-CCMP][ESS],13/11/2017 19:59,1,-92,32.06147784,34.77271662,53,4,WIFI
f0:5c:19:8b:51:30,guest-wifi,[ESS],13/11/2017 19:59,36,-92,32.06147784,34.77271662,53,4,WIFI
f0:3e:90:cf:61:e8,leumi_fl12,[ESS][BLE],13/11/2017 19:59,3,-92,32.06147784,34.77271662,53,4,WIFI
c4:e9:84:fc:46:3e,FRIDAY : FLOWERS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 19:59,9,-93,32.06147785,34.77271662,53,3,WIFI
7c:b7:33:c0:8c:6a,morph,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 19:59,13,-93,32.06147785,34.77271662,53,3,WIFI
6a:be:f5:43:7b:73,,[ESS][BLE],13/11/2017 19:59,11,-93,32.06147785,34.77271662,53,3,WIFI
9c:d6:43:25:ee:0b,mabat1,[WPA2-PSK-CCMP][ESS],13/11/2017 19:59,6,-94,32.06147791,34.77271661,53,3,WIFI
42501_17141_422403,012 Mobile,UNKNOWN;il,13/11/2017 19:59,0,-113,32.06147791,34.77271661,53,3,GSM
d0:d4:12:64:70:52,Yair,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:59,6,-92,32.06147799,34.77271661,53,3,WIFI
c4:12:f5:fa:9e:8e,Meshi,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 19:59,4,-92,32.06147803,34.77271661,53,3,WIFI
08:6a:0a:6a:00:2a,alteralter,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:00,11,-91,32.06147807,34.77271661,53,4,WIFI
f0:3e:90:0f:5c:d8,leumi_fl_13,[ESS][BLE],13/11/2017 20:00,1,-91,32.06147818,34.77271659,53,4,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:00,1,-74,32.06147968,34.77272116,53,3,WIFI
24:79:2a:2b:a8:e8,Cappsool,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:00,13,-91,32.06148015,34.77272527,54,3,WIFI
d4:d1:84:fe:0b:41,ayelet,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:01,11,-94,32.06148159,34.77272403,54,4,WIFI
a0:4f:d4:2a:d7:e1,Or_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:01,1,-80,32.06148226,34.77272428,54,4,WIFI
14:ae:db:43:f2:b5,Kipodon,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 20:06,6,-91,32.06148697,34.77272192,55,9,WIFI
d8:fe:e3:03:85:49,Hamlet,[WPA2-PSK-CCMP][ESS],13/11/2017 20:08,11,-92,32.0614655,34.77265073,46,3,WIFI
10:5a:f7:0a:24:15,levit_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:08,1,-72,32.06146481,34.77265635,46,3,WIFI
42501_17141_2493443,012 Mobile,UNKNOWN;il,13/11/2017 20:13,0,-113,32.06148522,34.77266336,55,9,GSM
a8:7c:01:a1:ff:39,AndroidAPFF39,[WPA2-PSK-CCMP][ESS][SEC80][SECD00],13/11/2017 20:14,6,-91,32.06148619,34.7726644,55,9,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 20:14,11,-73,32.06148651,34.77266464,55,9,WIFI
f8:1a:67:af:70:ce,I-testim,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 20:15,9,-93,32.06148681,34.7726648,55,9,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],13/11/2017 20:15,13,-86,32.0614875,34.77266569,55,5,WIFI
c4:12:f5:fa:66:1c,Moje,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:16,11,-83,32.06148681,34.77266625,55,4,WIFI
06:ae:db:b2:ce:fd,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 20:16,6,-87,32.06148663,34.77266674,55,3,WIFI
b4:ee:b4:a9:2a:56,Dim Sum Station,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:17,1,-93,32.06148548,34.77266748,54,3,WIFI
4a:d9:e7:2f:3e:7a,wblaw,[WPA2-PSK-CCMP][ESS],13/11/2017 20:17,11,-86,32.06149527,34.77271119,57,3,WIFI
c2:6c:ac:37:ba:b1,WiFi_Workers,[ESS],13/11/2017 20:17,1,-84,32.06149325,34.77271843,57,3,WIFI
14:af:db:31:86:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 20:17,2,-83,32.06149325,34.77271843,57,3,WIFI
a0:ab:1b:63:ef:96,Eyal,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:18,8,-86,32.06149321,34.77271831,57,4,WIFI
14:ae:db:52:26:95,rami,[WPA2-PSK-CCMP][ESS],13/11/2017 20:18,1,-86,32.06149321,34.77271831,57,4,WIFI
14:ae:db:ca:42:42,Red,[WPA2-PSK-CCMP][ESS],13/11/2017 20:18,10,-90,32.06149317,34.7727184,57,3,WIFI
10:be:f5:39:55:b4,Gal,[WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:18,7,-92,32.06149331,34.77271885,57,4,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],13/11/2017 20:19,13,-76,32.06147859,34.77272529,55,3,WIFI
14:ae:db:47:a9:05,Suibian,[WPA2-PSK-CCMP][ESS],13/11/2017 20:20,2,-93,32.06147938,34.77272509,55,3,WIFI
14:ae:db:31:86:bd,sinergia_5,[WPA2-PSK-CCMP][ESS],13/11/2017 20:21,48,-92,32.06148061,34.77272435,55,3,WIFI
7c:b7:33:ea:a4:2e,HOTFiber-5275,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:21,1,-71,32.06148062,34.77272437,55,3,WIFI
c8:d3:ff:01:a6:64,DIRECT-63-HP DeskJet 4670 series,[WPA2-PSK-CCMP][WPS][ESS][P2P],13/11/2017 20:21,6,-88,32.06148073,34.77272443,55,4,WIFI
74:3e:2b:81:4b:07,,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:22,149,-89,32.06148153,34.77272408,55,5,WIFI
30:91:8f:44:50:29,TNCAP5BC0B9,[WPS][ESS],13/11/2017 20:22,11,-91,32.06148163,34.77272416,55,4,WIFI
4c:60:de:4e:b1:58,busid,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 20:23,11,-94,32.06148816,34.77274008,56,3,WIFI
c0:ac:54:f5:86:13,HOTBOX-42C8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:23,11,-94,32.06148768,34.77274022,56,3,WIFI
00:1a:dd:f6:ae:c4,Kavim-wifi,[ESS],13/11/2017 20:25,4,-95,32.061485,34.77274126,56,4,WIFI
74:da:da:0b:56:6f,shairockon,[WPA2-PSK-CCMP][ESS],13/11/2017 20:25,5,-85,32.06148469,34.77274124,56,4,WIFI
14:ae:db:3b:3a:ad,home,[WPA2-PSK-CCMP][ESS],13/11/2017 20:25,6,-92,32.06148438,34.7727415,56,4,WIFI
6a:12:f5:fa:66:1d,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:25,11,-86,32.06148517,34.77274093,56,4,WIFI
14:ae:db:b2:ce:fd,JamilBarbara,[WPA2-PSK-CCMP][ESS],13/11/2017 20:25,6,-86,32.06148517,34.77274093,56,4,WIFI
9c:d6:43:25:ee:0b,mabat1,[WPA2-PSK-CCMP][ESS],13/11/2017 20:26,6,-88,32.06148504,34.77274093,56,4,WIFI
78:d3:8d:d3:c3:a1,mayer_G,[WPA2-PSK-CCMP][ESS],13/11/2017 20:26,3,-87,32.06148566,34.77274091,56,4,WIFI
a0:ab:1b:61:09:ac,ROTHSCHILD,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:26,7,-91,32.061486,34.77274084,56,4,WIFI
9c:d6:43:25:ee:0b,mabat1,[WPA2-PSK-CCMP][ESS],13/11/2017 20:27,6,-68,32.06148756,34.77274067,55,3,WIFI
14:ae:db:5a:3b:b5,27718378,[WPA2-PSK-CCMP][ESS],13/11/2017 20:27,6,-89,32.06148753,34.7727406,55,3,WIFI
8c:0c:90:0e:a8:c8,Lily&Bloom,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 20:28,9,-81,32.06148836,34.77274107,55,3,WIFI
f0:5c:19:8b:51:33,,[WPA2-PSK-CCMP][ESS],13/11/2017 20:28,36,-93,32.06148836,34.77274107,55,3,WIFI
f0:5c:19:8b:51:34,DSZI,[WPA2-PSK-CCMP][ESS],13/11/2017 20:28,36,-92,32.06148836,34.77274107,55,3,WIFI
74:3e:2b:8d:03:17,,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:28,157,-90,32.06148846,34.77274129,55,3,WIFI
f0:3e:90:0f:4d:99,leumi_fl13,[ESS][BLE],13/11/2017 20:28,1,-88,32.06148967,34.77274168,55,3,WIFI
7c:b7:33:c0:8c:6a,morph,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:29,13,-88,32.06149051,34.77273968,55,3,WIFI
00:1f:1f:ce:56:e8,orang3,[WEP][ESS][BLE],13/11/2017 20:29,8,-91,32.06149097,34.77273899,55,3,WIFI
f0:3e:90:0f:60:bb,leumi_fl9,[ESS][BLE],13/11/2017 20:30,13,-91,32.06149029,34.77273935,55,3,WIFI
14:ae:db:b4:38:e5,45856911,[WPA2-PSK-CCMP][ESS],13/11/2017 20:31,11,-93,32.06144846,34.77274615,53,4,WIFI
c4:12:f5:f7:db:22,Naomi,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:31,9,-93,32.06144833,34.77274612,53,3,WIFI
90:6c:ac:2c:4c:9f,WiFi_VIP_1,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 20:34,44,-88,32.06144931,34.77275082,54,4,WIFI
90:6c:ac:37:bb:25,WiFi_VIP_1,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 20:34,44,-92,32.06145038,34.7727434,53,3,WIFI
c4:12:f5:fa:9e:8e,Meshi,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:34,4,-86,32.06145038,34.7727434,53,3,WIFI
8c:dc:d4:98:b5:d1,Roomer-Conf,[WPA2-PSK-CCMP][ESS],13/11/2017 20:34,13,-93,32.06146217,34.77272687,52,4,WIFI
14:ae:db:b1:19:9d,C,[WPA2-PSK-CCMP][ESS],13/11/2017 20:34,11,-36,32.06145551,34.77270974,51,4,WIFI
7c:b7:33:ea:a4:2e,HOTFiber-5275,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:34,1,-59,32.06145551,34.77270974,51,4,WIFI
a0:4f:d4:46:07:41,NADAV,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:34,11,-78,32.06145669,34.77269281,49,6,WIFI
14:ae:db:b1:d4:2d,Itayy,[WPA2-PSK-CCMP][ESS],13/11/2017 20:34,11,-92,32.06145669,34.77269281,49,6,WIFI
ac:a2:13:b6:4a:46,Pantum-AP-B64A46,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:34,11,-90,32.06145569,34.77271397,49,7,WIFI
7c:b7:33:a1:83:72,HOTFiber-55A6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:34,6,-86,32.06146271,34.77273282,51,7,WIFI
54:35:30:91:81:0e,HP-Print-0e-LaserJet 200,[ESS],13/11/2017 20:35,6,-81,32.06148002,34.77274589,52,6,WIFI
68:bc:0c:cb:99:3f,bemp,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP][ESS][BLE],13/11/2017 20:35,58,-89,32.06148002,34.77274589,52,6,WIFI
68:bc:0c:cb:99:3d,,[WPA2-EAP-CCMP][ESS][BLE],13/11/2017 20:35,52,-89,32.06148002,34.77274589,52,6,WIFI
68:bc:0c:cb:99:3c,,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,52,-90,32.06148002,34.77274589,52,6,WIFI
34:8f:27:39:59:4c,DI_Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,36,-93,32.06148002,34.77274589,52,6,WIFI
06:ae:db:b5:74:6d,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,11,-86,32.06148002,34.77274589,52,6,WIFI
1a:4f:32:f7:b5:a7,DIRECT-NaROSYDELLXPSmsFk,[WPA2-PSK-CCMP][WPS][ESS][P2P],13/11/2017 20:35,1,-87,32.06148002,34.77274589,52,6,WIFI
8c:dc:d4:98:c6:91,Roomer-Guest,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,13,-92,32.06148002,34.77274589,52,6,WIFI
4c:60:de:2c:a7:26,tekeste,[WPA-PSK-TKIP][WPS][ESS],13/11/2017 20:35,11,-85,32.06148002,34.77274589,52,6,WIFI
00:50:7f:f0:fb:ad,gornitzky14,[WEP][ESS][BLE],13/11/2017 20:35,11,-88,32.06148002,34.77274589,52,6,WIFI
72:60:de:2c:a7:27,Bezeq Free,[ESS],13/11/2017 20:35,11,-84,32.06148002,34.77274589,52,6,WIFI
68:bc:0c:cb:99:3e,bguest,[ESS][BLE],13/11/2017 20:35,52,-90,32.06148002,34.77274589,52,6,WIFI
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,4,-68,32.06150846,34.77273274,52,3,WIFI
